1700725020000,0,0,0,0,0,0,0.9466,0.9467,1
1700725080000,0,0,0,0,0,0,0.9468742574257425,0.9470613861386151,101
1700725140000,0,0,0,0,0,0,0.9463148936170191,0.9464808510638292,188
1700725200000,0,0,0,0,0,0,0.9454763636363687,0.9456590909090867,220
1700725260000,0,1,0,7.2,7.2,1,0.945625225225225,0.9457864864864868,111
1700725320000,0,0,0,0,0,0,0.9455724358974357,0.9457025641025657,156
1700725380000,0,0,0,0,0,0,0.9448612546125436,0.9450073800737973,271
1700725440000,0,0,0,0,0,0,0.9448899999999999,0.9450233333333314,90
1700725500000,0,0,0,0,0,0,0.944504712041883,0.9446445026178012,191
1700725560000,0,0,0,0,0,0,0.9444378881987548,0.9446276397515496,322
1700725620000,0,0,0,0,0,0,0.9450688715953294,0.9452459143968869,257
1700725680000,0,0,0,0,0,0,0.9455795000000023,0.9457849999999985,200
1700725740000,0,0,0,0,0,0,0.9454302955664996,0.9456024630541902,406
1700725800000,0,0,0,0,0,0,0.9472195164075953,0.9474265975820365,579
1700725860000,0,0,0,0,0,0,0.9483261111111105,0.9484638888888899,180
1700725920000,0,0,0,0,0,0,0.9485781690140782,0.9487218309859164,426
1700725980000,0,0,0,0,0,0,0.9485662337662335,0.9487155844155855,77
1700726040000,0,0,0,0,0,0,0.9479353233830827,0.9481268656716425,201
1700726100000,0,0,0,0,0,0,0.9477781250000008,0.9478884698275917,928
1700726160000,0,0,0,0,0,0,0.9476488372093018,0.9477651162790703,86
1700726220000,0,0,0,0,0,0,0.948178461538459,0.9483615384615373,195
1700726280000,0,0,0,0,0,0,0.9478382113821125,0.9479731707317084,123
1700726340000,0,0,0,0,0,0,0.9472295918367349,0.9473653061224488,98
1700726400000,0,0,0,0,0,0,0.9474388704318933,0.9475986710963424,301
1700726460000,0,0,0,0,0,0,0.9480360248447209,0.9482394409937881,322
1700726520000,0,0,0,0,0,0,0.9496359712230212,0.9498298561151063,278
1700726580000,0,0,0,0,0,0,0.9500684210526356,0.9502800751879692,266
1700726640000,0,0,0,0,0,0,0.9494666666666656,0.9496258620689667,174
1700726700000,0,0,0,0,0,0,0.9489115151515177,0.9490521212121206,165
1700726760000,0,0,0,0,0,0,0.9487541420118349,0.9489023668639068,338
1700726820000,0,0,0,0,0,0,0.9490609589041074,0.9492589041095884,292
1700726880000,0,0,0,0,0,0,0.9488349726775959,0.9490333333333355,183
1700726940000,0,0,0,0,0,0,0.9486640000000005,0.9488659999999993,150
1700727000000,0,0,0,0,0,0,0.947889999999996,0.9480409090909071,220
1700727060000,0,0,0,0,0,0,0.9474794759825307,0.9476353711790377,229
1700727120000,0,0,0,0,0,0,0.9480770925110112,0.948251982378854,227
1700727180000,0,0,0,0,0,0,0.9484827586206896,0.9486137931034496,116
1700727240000,0,0,0,0,0,0,0.9487493670886112,0.9489983122362864,237
1700727300000,0,0,0,0,0,0,0.9485403614457841,0.9487030120481916,166
1700727360000,0,0,0,0,0,0,0.9483272727272751,0.9485025252525237,198
1700727420000,0,0,0,0,0,0,0.9476568493150681,0.9478205479452056,146
1700727480000,0,0,0,0,0,0,0.9472173267326717,0.9473702970297023,202
1700727540000,0,0,0,0,0,0,0.9467166666666659,0.9468578947368441,114
1700727600000,0,0,0,0,0,0,0.9471666666666678,0.9473245283018891,159
1700727660000,0,0,0,0,0,0,0.9476435146443541,0.9477732217573259,239
1700727720000,0,0,0,0,0,0,0.9475650000000028,0.9477244999999983,200
