1700725020000,0,0,0,0,0,0,0.2614,0.2615,1
1700725080000,0,0,0,0,0,0,0.26157209302325596,0.261675581395349,86
1700725140000,0,0,0,0,0,0,0.2614221476510058,0.2615395973154371,149
1700725200000,0,0,0,0,0,0,0.2612346938775514,0.26136408163265284,245
1700725260000,0,0,0,0,0,0,0.26135437500000064,0.26145812499999993,160
1700725320000,0,0,0,0,0,0,0.26132089552238713,0.26144726368159216,201
1700725380000,0,0,0,0,0,0,0.26122786885245924,0.2613459016393437,183
1700725440000,0,0,0,0,0,0,0.26133636363636265,0.26145614973262105,187
1700725500000,0,0,0,0,0,0,0.2613,0.2614,31
1700725560000,0,0,0,0,0,0,0.26134285714285654,0.2614555555555553,126
1700725620000,0,0,0,0,0,0,0.26148561151079147,0.26160000000000044,139
1700725680000,0,0,0,0,0,0,0.2615917431192667,0.2617155963302756,109
1700725740000,0,0,0,0,0,0,0.26153260869565215,0.26163478260869544,46
1700725800000,0,0,0,0,0,0,0.261253416149069,0.26138757763975207,322
1700725860000,0,0,0,0,0,0,0.26133786407766946,0.26148058252427236,103
1700725920000,0,0,0,0,0,0,0.26145517241379307,0.26156551724137916,29
1700725980000,0,0,0,0,0,0,0.26137441860465066,0.2615290697674423,86
1700726040000,0,0,0,0,0,0,0.2613831999999993,0.26148960000000065,125
1700726100000,0,0,0,0,0,0,0.26131923076923097,0.26142307692307687,52
1700726160000,0,0,0,0,0,0,0.2613673267326727,0.2614683168316831,101
1700726220000,0,0,0,0,0,0,0.26135955882352907,0.26150661764705946,136
1700726280000,0,0,0,0,0,0,0.26140659340659367,0.26153626373626404,182
1700726340000,0,0,0,0,0,0,0.2614,0.2614999999999999,30
1700726400000,0,0,0,0,0,0,0.26140967741935484,0.26156612903225784,62
1700726460000,0,0,0,0,0,0,0.261609523809524,0.26171904761904774,84
1700726520000,0,0,0,0,0,0,0.26182818791946266,0.26197315436241597,149
1700726580000,0,0,0,0,0,0,0.2619275000000001,0.2620325000000003,40
1700726640000,0,0,0,0,0,0,0.26189999999999997,0.262025806451613,31
1700726700000,0,0,0,0,0,0,0.26174269005847967,0.2618994152046785,171
1700726760000,0,0,0,0,0,0,0.2616304878048781,0.26176707317073183,82
1700726820000,0,0,0,0,0,0,0.2618237288135592,0.2619350282485876,177
1700726880000,0,0,0,0,0,0,0.2617909090909089,0.2619000000000002,44
1700726940000,0,0,0,0,0,0,0.26170967741935475,0.2618161290322581,31
1700727000000,0,0,0,0,0,0,0.26147236842105226,0.26160131578947377,76
1700727060000,0,0,0,0,0,0,0.26138018867924456,0.2615000000000004,106
1700727120000,0,0,0,0,0,0,0.2615841269841266,0.26169206349206303,63
1700727180000,0,0,0,0,0,0,0.2617807692307688,0.261923076923077,52
1700727240000,0,0,0,0,0,0,0.2618,0.2618999999999999,17
1700727300000,0,0,0,0,0,0,0.2617020000000002,0.2618149999999998,100
1700727360000,0,0,0,0,0,0,0.26153960396039666,0.26171683168316856,101
1700727420000,0,0,0,0,0,0,0.26166976744186043,0.26178372093023233,43
1700727480000,0,0,0,0,0,0,0.26145277777777753,0.2615715277777781,144
1700727540000,0,0,0,0,0,0,0.261345061728395,0.2614728395061724,162
1700727600000,0,0,0,0,0,0,0.2615782258064522,0.26170887096774204,124
1700727660000,0,0,0,0,0,0,0.26161366906474803,0.2617251798561153,139
1700727720000,0,0,0,0,0,0,0.26163,0.26173176470588266,170
1700727780000,0,0,0,0,0,0,0.2613343999999993,0.2614631999999994,125
1700727840000,0,0,0,0,0,0,0.26124939759036125,0.26139879518072245,83
1700727900000,0,0,0,0,0,0,0.2612153846153848,0.26138153846153844,65
1700727960000,0,0,0,0,0,0,0.2612,0.2613,22
1700728020000,0,0,0,0,0,0,0.261226582278481,0.2613556962025315,79
1700728080000,0,0,0,0,0,0,0.2612999999999999,0.2614,12
1700728140000,0,0,0,0,0,0,0.26134193548387097,0.2614451612903224,31
