open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1699920000000,36484.2307384,36487.25907806,36469.16983694,36477.74732675,0,1699920059999,0,60,0,0,0
1699920060000,36477.46707359,36477.46707359,36461.59847257,36461.59847257,0,1699920119999,0,60,0,0,0
1699920120000,36461.0,36479.56478059,36461.0,36470.01463291,0,1699920179999,0,60,0,0,0
1699920180000,36470.05229114,36477.2,36461.20104219,36470.77590506,0,1699920239999,0,60,0,0,0
1699920240000,36470.51425949,36478.91249156,36464.2,36464.39904852,0,1699920299999,0,60,0,0,0
1699920300000,36464.0,36466.36527426,36445.5,36445.5,0,1699920359999,0,60,0,0,0
1699920360000,36444.1,36449.58281435,36425.1,36446.18749156,0,1699920419999,0,60,0,0,0
1699920420000,36446.47204852,36449.22194093,36403.1,36420.08210759,0,1699920479999,0,60,0,0,0
1699920480000,36419.98427848,36426.95450633,36403.8,36420.95070042,0,1699920539999,0,60,0,0,0
1699920540000,36420.0,36431.79522152,36403.7,36416.44138608,0,1699920599999,0,60,0,0,0
1699920600000,36415.01771519,36415.01771519,36383.4,36387.1,0,1699920659999,0,60,0,0,0
1699920660000,36387.6694346,36446.51894304,36374.0986784,36446.51894304,0,1699920719999,0,60,0,0,0
1699920720000,36446.71641139,36468.4189557,36442.54187764,36453.8,0,1699920779999,0,60,0,0,0
1699920780000,36456.4,36456.4,36416.3,36416.3,0,1699920839999,0,60,0,0,0
1699920840000,36416.0,36427.55568565,36383.9,36393.7,0,1699920899999,0,60,0,0,0
1699920900000,36393.7,36425.03345359,36374.1,36425.03345359,0,1699920959999,0,60,0,0,0
1699920960000,36425.73891561,36432.69410549,36387.1,36398.0,0,1699921019999,0,60,0,0,0
1699921020000,36396.74125105,36396.74125105,36326.5,36336.4,0,1699921079999,0,60,0,0,0
1699921080000,36340.1,36342.5,36236.7,36325.79533362,0,1699921139999,0,60,0,0,0
1699921140000,36326.44292856,36334.63227637,36271.4,36324.38340295,0,1699921199999,0,60,0,0,0
1699921200000,36326.40871941,36335.40887975,36266.0,36273.98838819,0,1699921259999,0,60,0,0,0
1699921260000,36273.9,36314.32237764,36264.9,36312.36219831,0,1699921319999,0,60,0,0,0
1699921320000,36311.96979325,36312.26742405,36245.8,36311.86229536,0,1699921379999,0,60,0,0,0
1699921380000,36311.86229536,36322.42614135,36299.0,36304.1,0,1699921439999,0,60,0,0,0
1699921440000,36306.0,36323.24972152,36284.0,36286.1,0,1699921499999,0,60,0,0,0
1699921500000,36288.92745148,36352.20443882,36288.92745148,36350.33583122,0,1699921559999,0,60,0,0,0
1699921560000,36350.94189451,36369.42961811,36342.3,36354.13732068,0,1699921619999,0,60,0,0,0
1699921620000,36355.5,36368.38401688,36329.5,36362.54211392,0,1699921679999,0,60,0,0,0
1699921680000,36363.49831646,36377.80635021,36361.9,36369.70582064,0,1699921739999,0,60,0,0,0
1699921740000,36370.38430165,36397.07001899,36370.38430165,36374.8,0,1699921799999,0,60,0,0,0
1699921800000,36378.71308228,36387.45931857,36339.0,36344.15832278,0,1699921859999,0,60,0,0,0
1699921860000,36345.01726793,36384.15570253,36330.0,36384.14355063,0,1699921919999,0,60,0,0,0
1699921920000,36384.24646203,36401.92164768,36378.39221519,36401.92164768,0,1699921979999,0,60,0,0,0
1699921980000,36401.92164768,36419.77794726,36400.3,36406.7,0,1699922039999,0,60,0,0,0
1699922040000,36409.30100622,36447.73746414,36409.30100622,36447.73746414,0,1699922099999,0,60,0,0,0
1699922100000,36448.61088186,36455.16640084,36444.6,36451.15778692,0,1699922159999,0,60,0,0,0
1699922160000,36451.27205063,36457.55385865,36445.3,36451.9,0,1699922219999,0,60,0,0,0
1699922220000,36451.8,36455.40720675,36436.0,36451.6711519,0,1699922279999,0,60,0,0,0
1699922280000,36451.66608861,36451.66608861,36419.2,36419.2,0,1699922339999,0,60,0,0,0
1699922340000,36419.2,36419.3,36388.8,36400.0,0,1699922399999,0,60,0,0,0
1699922400000,36399.9,36399.9,36368.7,36371.7,0,1699922459999,0,60,0,0,0
1699922460000,36371.8,36391.80269831,36363.0,36391.80269831,0,1699922519999,0,60,0,0,0
1699922520000,36393.79598945,36400.58182911,36381.6,36396.12624473,0,1699922579999,0,60,0,0,0
1699922580000,36393.7,36393.7,36362.6,36368.99689451,0,1699922639999,0,60,0,0,0
1699922640000,36370.26258017,36381.78816034,36360.0,36378.3,0,1699922699999,0,60,0,0,0
1699922700000,36378.2,36387.10723629,36355.1,36355.1,0,1699922759999,0,60,0,0,0
1699922760000,36356.0,36362.19734392,36345.0,36361.0,0,1699922819999,0,60,0,0,0
1699922820000,36360.9,36362.69008439,36339.71911814,36339.71911814,0,1699922879999,0,60,0,0,0
1699922880000,36339.71911814,36353.34868354,36315.5,36349.6,0,1699922939999,0,60,0,0,0
1699922940000,36348.4,36357.39983333,36335.49613602,36357.39983333,0,1699922999999,0,60,0,0,0
1699923000000,36357.57401055,36366.61950633,36345.11329958,36354.5,0,1699923059999,0,60,0,0,0
1699923060000,36354.2,36354.2,36308.5,36308.5,0,1699923119999,0,60,0,0,0
1699923120000,36309.31020811,36322.25223629,36280.1,36280.1,0,1699923179999,0,60,0,0,0
1699923180000,36281.7,36298.4,36280.0,36292.8,0,1699923239999,0,60,0,0,0
1699923240000,36292.8,36296.66029536,36285.0,36293.79317511,0,1699923299999,0,60,0,0,0
1699923300000,36294.98102321,36296.6,36276.0,36283.59936076,0,1699923359999,0,60,0,0,0
1699923360000,36282.1,36294.6282616,36274.1,36274.7,0,1699923419999,0,60,0,0,0
1699923420000,36274.7,36274.7,36240.1,36245.7,0,1699923479999,0,60,0,0,0
1699923480000,36245.6,36251.98811603,36228.0,36240.2825865,0,1699923539999,0,60,0,0,0
1699923540000,36240.22412658,36270.02826371,36226.4,36268.5,0,1699923599999,0,60,0,0,0
1699923600000,36268.5,36290.94082068,36255.2,36290.8858481,0,1699923659999,0,60,0,0,0
1699923660000,36290.90281013,36307.67971251,36290.90281013,36307.6761682,0,1699923719999,0,60,0,0,0
1699923720000,36307.6812315,36308.57659494,36267.3,36267.3,0,1699923779999,0,60,0,0,0
1699923780000,36267.2,36276.74012236,36242.5,36275.1,0,1699923839999,0,60,0,0,0
1699923840000,36276.29657595,36305.03451899,36276.29657595,36301.6,0,1699923899999,0,60,0,0,0
1699923900000,36301.5,36317.62136287,36299.0,36317.62136287,0,1699923959999,0,60,0,0,0
1699923960000,36317.64566667,36342.2,36317.51148945,36338.1,0,1699924019999,0,60,0,0,0
