timestamp,open,high,low,close,volume,close time,Quote assest volume,Number of Trades,Taker BAV,Taker QAV,Unused field
1680393600000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680479999999,0.00000000,0,0.0,0.00000000,0
1680480000000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680566399999,0.00000000,0,0.0,0.00000000,0
1680566400000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680652799999,0.00000000,0,0.0,0.00000000,0
1680652800000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680739199999,0.00000000,0,0.0,0.00000000,0
1680739200000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680825599999,0.00000000,0,0.0,0.00000000,0
1680825600000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680911999999,0.00000000,0,0.0,0.00000000,0
1680912000000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1680998399999,0.00000000,0,0.0,0.00000000,0
1680998400000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1681084799999,0.00000000,0,0.0,0.00000000,0
1681084800000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1681171199999,0.00000000,0,0.0,0.00000000,0
1681171200000,2.3525000,2.3525000,2.3525000,2.3525000,0.0,1681257599999,0.00000000,0,0.0,0.00000000,0
